iter	MultiClass	Accuracy
233	0.02727707744	0.9946367749
234	0.02700655445	0.9947638656
235	0.0269405085	0.9947638656
236	0.02685030651	0.9947384475
237	0.0266594569	0.9947892837
238	0.0265551073	0.9948147018
239	0.02636739002	0.9948909562
240	0.02628322576	0.9948909562
241	0.02618981939	0.9948909562
242	0.02612506056	0.9949163744
243	0.02604698901	0.9949163744
244	0.0258958256	0.9949672106
245	0.02585023791	0.9949672106
246	0.02581770255	0.9949926287
247	0.02575826182	0.9950688831
248	0.02567183896	0.9950688831
249	0.02555678202	0.9950688831
250	0.02552968159	0.9950688831
251	0.0253097633	0.9951197194
252	0.02520430759	0.9951197194
253	0.02514116462	0.9950943013
254	0.02507055805	0.9951451375
255	0.02496544614	0.9951959738
256	0.02490930108	0.9952722282
257	0.02489870127	0.99524681
258	0.02476300026	0.9952722282
259	0.02473760719	0.9952722282
260	0.02460840377	0.9953230644
261	0.02447283319	0.9953484825
262	0.02444283059	0.9953993188
263	0.02436571813	0.9953739007
264	0.02427449323	0.9953484825
265	0.02419179692	0.9953739007
266	0.02413703714	0.9954247369
267	0.0240846851	0.9954755732
268	0.02402676872	0.9955009913
269	0.02398076123	0.9955009913
270	0.02395079569	0.9954755732
271	0.02392548999	0.9955518276
272	0.02386077303	0.9955009913
273	0.0237302289	0.9954755732
274	0.02359498964	0.9955518276
275	0.02351365806	0.9955518276
276	0.02341378955	0.9956280819
277	0.02336524449	0.9955772457
278	0.02329577643	0.9956026638
279	0.02319345411	0.9956026638
280	0.02309724214	0.9956280819
281	0.02307054183	0.9956280819
282	0.02297443039	0.9956535001
283	0.02296033718	0.9956789182
284	0.02293768356	0.9956789182
285	0.02288844841	0.9956789182
286	0.02281597654	0.9957297545
287	0.02278051278	0.9957297545
288	0.02274954935	0.9957551726
289	0.02268308968	0.9957805907
290	0.02254644864	0.9957805907
291	0.02242314477	0.9957551726
292	0.02233664626	0.9958060088
293	0.02231913206	0.9958060088
294	0.02225726779	0.9958060088
295	0.02221491706	0.9957805907
296	0.02216210444	0.9957805907
297	0.02211675969	0.9957805907
298	0.02205847178	0.9958060088
299	0.02200244056	0.995831427
300	0.0219261136	0.9958060088
301	0.02187573669	0.995831427
302	0.02181351195	0.995831427
303	0.02169959358	0.9958060088
304	0.02162018789	0.9959076814
305	0.02147091585	0.9959330995
306	0.02144189887	0.9959076814
307	0.0213771949	0.9958822632
308	0.02131407296	0.9958822632
309	0.0212669102	0.9958822632
310	0.02121644392	0.9959076814
311	0.02106975172	0.9959330995
312	0.02103943201	0.9959330995
313	0.02097351873	0.9959330995
314	0.02088982144	0.9959585176
315	0.02078349685	0.9959330995
316	0.02072356823	0.9959585176
317	0.02060702049	0.9960093539
318	0.02058154818	0.9960093539
319	0.02048811417	0.996034772
320	0.02044441223	0.996034772
321	0.02041123973	0.996034772
322	0.0203820625	0.996034772
323	0.02030512109	0.9960601901
324	0.02026439255	0.9960601901
325	0.02019661424	0.9960601901
326	0.02011577889	0.9960856083
327	0.02007501681	0.9960856083
328	0.02004469755	0.9960856083
329	0.01997677195	0.9961110264
330	0.01990608985	0.9961618626
331	0.01983668312	0.9962635352
332	0.01978463159	0.996238117
333	0.01971804076	0.996238117
334	0.0195950749	0.9962889533
335	0.01949551727	0.9963906258
336	0.019459621	0.9963906258
337	0.01944990259	0.9963906258
338	0.01943134998	0.9963906258
339	0.0194109965	0.9963906258
340	0.01938543721	0.9964160439
341	0.01934345255	0.9964160439
342	0.01929386547	0.9964160439
343	0.019258994	0.9964414621
344	0.01923135172	0.9964414621
345	0.01918148351	0.9964414621
346	0.01902112273	0.9963906258
347	0.0189778248	0.9964160439
348	0.01890826217	0.9964922983
349	0.01882232129	0.9964668802
350	0.01878588336	0.9965177164
351	0.01875744043	0.9965431346
352	0.01870859203	0.9965431346
353	0.01869277476	0.9965431346
354	0.01865755317	0.9965177164
355	0.01863795996	0.9965177164
356	0.01858506376	0.9965685527
357	0.01849134552	0.9965685527
358	0.01843648582	0.9965431346
359	0.01839205927	0.9965431346
360	0.01834641821	0.9965685527
361	0.01832491235	0.9965685527
362	0.01831452144	0.9965939708
363	0.01827210628	0.9965939708
364	0.01825205203	0.9965939708
365	0.01818548008	0.9966193889
366	0.01816221515	0.9965939708
367	0.01814086328	0.9966193889
368	0.01809805297	0.9965939708
369	0.018084799	0.9965939708
370	0.01804464918	0.9965939708
371	0.01802177765	0.9965939708
372	0.01799156375	0.9966193889
373	0.01793648782	0.9966448071
374	0.01792513974	0.9966448071
375	0.01784764221	0.9967210615
376	0.01782547119	0.9967210615
377	0.01779112536	0.9966956433
378	0.01777647038	0.9966956433
379	0.01773138485	0.9966956433
380	0.01768633178	0.9967210615
381	0.01762544425	0.9967210615
382	0.01746344473	0.9967718977
383	0.01743066423	0.996822734
384	0.01740482681	0.9968481521
385	0.01738368423	0.9968481521
386	0.01734988825	0.996822734
387	0.01731088826	0.996822734
388	0.01726260305	0.996822734
389	0.01725554451	0.996822734
390	0.01723785661	0.9967973158
391	0.01719899629	0.9967718977
392	0.017172037	0.9967973158
393	0.01708314699	0.996822734
394	0.01698756715	0.996822734
395	0.01696998589	0.996822734
396	0.01694214294	0.9968481521
397	0.01687243388	0.9968989884
398	0.01686104416	0.9969244065
399	0.01683729338	0.9968735702
400	0.01680126285	0.9969244065
401	0.01676737807	0.9969498246
402	0.01672427026	0.9969244065
403	0.0167097245	0.9969498246
404	0.01668503888	0.9969244065
405	0.01665697812	0.9969498246
406	0.01650523579	0.9969244065
407	0.01648374303	0.9969244065
408	0.01645343979	0.9969498246
409	0.01638734839	0.997026079
410	0.01632932036	0.9970514971
411	0.01630484263	0.9970514971
412	0.01629071951	0.9970514971
413	0.01624434555	0.9970769153
414	0.01623557234	0.9970514971
415	0.01620537727	0.9970514971
416	0.01616774201	0.9971023334
417	0.01615903834	0.9971023334
418	0.01615423323	0.9971023334
419	0.01613117525	0.9971277515
420	0.0160313009	0.9971023334
421	0.01599273406	0.9971023334
422	0.01598539898	0.9971023334
423	0.0159623735	0.9971785878
424	0.01593758485	0.9971531696
425	0.01590179241	0.9971531696
426	0.01587379802	0.9971531696
427	0.01584343597	0.9971531696
428	0.0158074229	0.9971531696
429	0.01576124048	0.9972040059
430	0.01572992205	0.9972040059
431	0.01571154516	0.9971785878
432	0.01563566221	0.9971785878
433	0.01557086961	0.9971785878
434	0.01552894702	0.9971785878
435	0.01550442004	0.9971785878
436	0.01547051973	0.9972040059
437	0.01542172298	0.9972040059
438	0.01539261531	0.9972040059
439	0.01534079304	0.9972040059
440	0.01527010597	0.997229424
441	0.0152515251	0.997229424
442	0.01523288544	0.9972040059
443	0.01518796708	0.9972040059
444	0.01512110423	0.9973056784
445	0.01510920086	0.9973056784
446	0.01507588304	0.9973056784
447	0.01503766146	0.9972802603
448	0.01502357302	0.9973056784
449	0.01501985939	0.9972802603
450	0.0150033485	0.9972802603
451	0.01497504467	0.9972802603
452	0.01493381083	0.9973056784
453	0.01485387799	0.9973310965
454	0.01482504237	0.9973056784
455	0.01477595167	0.9973056784
456	0.01470637247	0.9972802603
457	0.01466456112	0.9972548422
458	0.01463183823	0.997229424
459	0.01459412287	0.9972548422
460	0.01454443675	0.997229424
461	0.01452691785	0.997229424
462	0.01448641015	0.997229424
463	0.01443380207	0.9972548422
464	0.01442092318	0.9972548422
465	0.01440094903	0.9972548422
466	0.01438147743	0.9972548422
467	0.01435540285	0.9972802603
468	0.01429790103	0.9972802603
469	0.01427160846	0.9973056784
470	0.01424603371	0.9972802603
471	0.01422976372	0.9973565147
472	0.01420426043	0.9973056784
473	0.0141681729	0.9973056784
474	0.01413099559	0.9973056784
475	0.01408661205	0.9973310965
476	0.01406487113	0.9973310965
477	0.01403210545	0.9973565147
478	0.01401440983	0.9973819328
479	0.01399387145	0.9974073509
480	0.01397512336	0.9974073509
481	0.01387721983	0.9974581872
482	0.01386128271	0.9974073509
483	0.01382321325	0.9974836053
484	0.01379572489	0.9974836053
485	0.01374651875	0.9975090234
486	0.01374089743	0.9975090234
487	0.01371513956	0.9974836053
488	0.01367750596	0.9975090234
489	0.01364871024	0.9975344416
490	0.01357483585	0.9975344416
491	0.01351445682	0.9975852778
492	0.01349295874	0.9975852778
493	0.01344269661	0.9976361141
494	0.01338431659	0.9976106959
495	0.0133504295	0.9976106959
496	0.01332380107	0.9976106959
497	0.01326758093	0.9976615322
498	0.01326388182	0.9976615322
499	0.01324752667	0.9976615322
500	0.01321603581	0.9976869503
501	0.01319798718	0.9976615322
502	0.01318145176	0.9976615322
503	0.01317339398	0.9976615322
504	0.01316657121	0.9976615322
505	0.01315969335	0.9976615322
506	0.0131363676	0.9976869503
507	0.01312242354	0.9976869503
508	0.01310155707	0.9976869503
509	0.01309792994	0.9976869503
510	0.01308393353	0.9976869503
511	0.01306384933	0.9977123685
512	0.01301780945	0.9977123685
513	0.01299426579	0.9977377866
514	0.01295189034	0.9977377866
515	0.01293925341	0.9977377866
516	0.01290597599	0.9977377866
517	0.01287891108	0.9977377866
518	0.01286034548	0.9977632047
519	0.01284184793	0.9977632047
520	0.01281979735	0.9977632047
521	0.01276509103	0.9977632047
522	0.01274847402	0.9977632047
523	0.01272061879	0.9977886228
524	0.01267737747	0.9977632047
525	0.01265453833	0.9977886228
526	0.01262048323	0.9977886228
527	0.01260422191	0.9977886228
528	0.01256405171	0.9977886228
529	0.01253147797	0.9977886228
530	0.01252530824	0.9977886228
531	0.01250038434	0.9977886228
532	0.01247479666	0.9977886228
533	0.01247199428	0.9977886228
534	0.01246432918	0.9977886228
535	0.01245706947	0.9977886228
536	0.01241645299	0.9977886228
537	0.01238086608	0.9977886228
538	0.01236047336	0.9977886228
539	0.01233255677	0.9977886228
540	0.01230173029	0.9977886228
541	0.01224566641	0.9977886228
542	0.01219712607	0.9977886228
543	0.01219144984	0.9977886228
544	0.01210710191	0.9978648772
545	0.01208329168	0.9978902954
546	0.0120749212	0.9978902954
547	0.01202469149	0.9978648772
548	0.0119776687	0.9978902954
549	0.01194054326	0.9978902954
550	0.01192553349	0.9979157135
551	0.01190722604	0.9979157135
552	0.01187216631	0.9979157135
553	0.01186294419	0.9979157135
554	0.01183473451	0.9979411316
555	0.01181520975	0.9979411316
556	0.01177934752	0.9979665497
557	0.01176312457	0.9979411316
558	0.01172263332	0.9979411316
559	0.01169816633	0.9979411316
560	0.01166043974	0.9979411316
561	0.01164881806	0.9979411316
562	0.01164439405	0.9979411316
563	0.01158923408	0.9979411316
564	0.01158446667	0.9979411316
565	0.01155386044	0.9979665497
566	0.01152984389	0.9979665497
567	0.01150647971	0.9979665497
568	0.01148514027	0.998017386
569	0.01146910717	0.998017386
570	0.01146269715	0.998017386
571	0.0114411388	0.998017386
572	0.01141939023	0.998017386
573	0.01138376187	0.998017386
574	0.011374709	0.9979919679
575	0.01134390756	0.998017386
576	0.01131280157	0.998017386
577	0.01128141511	0.998017386
578	0.01124677732	0.9980428041
579	0.01123939187	0.9980428041
580	0.0112086464	0.9980428041
581	0.01119905267	0.9980428041
582	0.01119228531	0.9980428041
583	0.01118432696	0.9980428041
584	0.0111651806	0.9980428041
585	0.01115250927	0.9980682223
586	0.01111619107	0.9980428041
587	0.01110562229	0.9980682223
588	0.01108782581	0.9980428041
589	0.01107458677	0.9980682223
590	0.01106212364	0.9980682223
591	0.01101287513	0.9980682223
592	0.0109867243	0.9980682223
593	0.01096008876	0.9980428041
594	0.01093507428	0.9980936404
595	0.01092349403	0.9980936404
596	0.01088490043	0.9981190585
597	0.01085360243	0.9980936404
598	0.01084042982	0.9980936404
599	0.01080826837	0.9981190585
600	0.01080001058	0.9980936404
601	0.0107829698	0.9981190585
602	0.01075607003	0.9981190585
603	0.01074248212	0.9981190585
604	0.01072557984	0.9981190585
605	0.01071816793	0.9981190585
606	0.010710061	0.9981190585
607	0.01070036135	0.9981190585
608	0.01068439146	0.9981190585
609	0.01066197775	0.9981190585
610	0.01065122148	0.9981190585
611	0.01064496509	0.9981190585
612	0.01062489999	0.9981190585
613	0.01057686945	0.9981190585
614	0.01055873959	0.9981190585
615	0.0105420012	0.9981444766
616	0.0105325416	0.9981190585
617	0.01052739405	0.9981190585
618	0.01047560058	0.9981444766
619	0.0104609293	0.9981444766
620	0.01044165786	0.9981698948
621	0.01042296066	0.9981444766
622	0.01037138909	0.9981698948
623	0.01035255142	0.9981698948
624	0.01032401509	0.9981953129
625	0.01031324293	0.9981953129
626	0.01027658099	0.9981953129
627	0.01025975504	0.9981953129
628	0.01024241392	0.9981953129
629	0.01023000519	0.998220731
630	0.01021952904	0.998220731
631	0.01020281905	0.998220731
632	0.01017512196	0.998220731
633	0.0101551923	0.998220731
634	0.0101470505	0.998220731
635	0.01013032046	0.998220731
636	0.0100863818	0.998220731
637	0.01006335347	0.9982461492
638	0.01004713422	0.9982461492
639	0.0100347684	0.9982461492
640	0.01000090155	0.9982969854
641	0.009981430086	0.9982969854
642	0.009948608622	0.9982715673
643	0.009939702221	0.9982461492
644	0.009932074197	0.9982715673
645	0.009915032869	0.9982715673
646	0.009910972471	0.9982715673
647	0.009884250984	0.9982969854
648	0.009871848761	0.9982969854
649	0.009868322556	0.9982969854
650	0.009856448407	0.9982969854
651	0.009848790941	0.9982969854
652	0.009835146202	0.9983224035
653	0.009795040382	0.9983224035
654	0.009777485122	0.9983224035
655	0.009768573516	0.9983224035
656	0.009742767748	0.9983224035
657	0.009727736552	0.9983224035
658	0.009721969404	0.9982969854
659	0.009701528702	0.9982969854
660	0.009696597726	0.9982969854
661	0.009663035425	0.9982969854
662	0.009660897662	0.9982969854
663	0.009644403686	0.9982969854
664	0.009635473816	0.9983224035
665	0.009629292113	0.9982969854
666	0.009618502448	0.9983224035
667	0.009575370787	0.9983224035
668	0.009559628911	0.9983224035
669	0.009542310615	0.9983224035
670	0.009521695712	0.9983478217
671	0.00950364755	0.9983478217
672	0.009472963443	0.9983732398
673	0.009457955011	0.9983478217
674	0.009442022911	0.9983986579
675	0.009413465233	0.9983986579
676	0.009398723374	0.9983732398
677	0.009380247953	0.9984494942
678	0.009369081301	0.9984494942
679	0.00934713029	0.9984749123
680	0.009332834638	0.9984749123
681	0.009322030798	0.9984749123
682	0.009305892418	0.9984749123
683	0.009299159419	0.9984749123
684	0.009282786827	0.9984749123
685	0.009273101316	0.9984749123
686	0.009254524105	0.9985003304
687	0.009239226325	0.9985003304
688	0.009219992563	0.9985003304
689	0.00919995689	0.9985003304
690	0.009182345156	0.9985257486
691	0.009173786163	0.9985257486
692	0.00914898322	0.9985257486
693	0.009131997819	0.9985003304
694	0.009110101121	0.9985003304
695	0.009094682694	0.9985257486
696	0.009078180476	0.9985257486
697	0.009057981662	0.9985257486
698	0.009042463153	0.9985003304
699	0.009026657821	0.9985003304
700	0.008993697143	0.9986020029
701	0.008968123037	0.9986274211
702	0.008940755013	0.9986528392
703	0.008930042545	0.9986528392
704	0.008919469025	0.9986528392
705	0.008898844047	0.9986274211
706	0.008885533674	0.9986020029
707	0.008871533944	0.9986020029
708	0.008866488348	0.9986020029
709	0.008862547293	0.9986020029
710	0.008853100269	0.9986274211
711	0.008833196519	0.9986274211
712	0.008824379572	0.9986274211
713	0.008817669487	0.9986274211
714	0.008804091392	0.9986528392
715	0.008798823059	0.9986528392
716	0.00877301556	0.9986274211
717	0.008762668898	0.9986528392
718	0.008735705469	0.9986274211
719	0.008725172589	0.9986782573
720	0.008704926061	0.9986528392
721	0.008689461193	0.9987036755
722	0.008679359074	0.9987036755
723	0.008665999509	0.9987036755
724	0.00865309449	0.9987036755
725	0.008642753944	0.9987036755
726	0.008627874161	0.9987036755
727	0.008601506191	0.9987290936
728	0.008590730446	0.9987036755
729	0.008570995027	0.9987036755
730	0.00856706008	0.9987036755
731	0.008556752668	0.9987290936
732	0.008545045504	0.9987799298
733	0.008525735007	0.9987799298
734	0.008512996819	0.998805348
735	0.008506127988	0.998805348
736	0.008498402887	0.998805348
737	0.008484595732	0.998805348
738	0.008476442197	0.998805348
739	0.00844748636	0.998805348
740	0.008436021192	0.998805348
741	0.008419629776	0.998805348
742	0.008405754983	0.998805348
743	0.008396886982	0.998805348
744	0.00838942168	0.998805348
745	0.008360440618	0.998805348
746	0.008350885303	0.998805348
747	0.008344561183	0.998805348
748	0.008336032823	0.998805348
749	0.008320982146	0.9987799298
750	0.008306227855	0.9987799298
751	0.008282172162	0.9987799298
752	0.008268305703	0.998805348
753	0.008256790657	0.998805348
754	0.008254174275	0.998805348
755	0.008247114599	0.998805348
756	0.00823897765	0.998805348
757	0.008224427078	0.9988307661
758	0.008206833809	0.998805348
759	0.00819348769	0.9988561842
760	0.008186462165	0.9988561842
761	0.008172198353	0.9988816024
762	0.008160972847	0.9988561842
763	0.008147370021	0.9988561842
764	0.008145563206	0.9988816024
765	0.008126081093	0.9988816024
766	0.008123349451	0.9988816024
767	0.008102063219	0.9988816024
768	0.008083149555	0.9988816024
769	0.008074207146	0.9988816024
770	0.00805230747	0.9988816024
771	0.008031083404	0.9988816024
772	0.008021867936	0.9988561842
773	0.008017056728	0.9988816024
774	0.008014021948	0.9989070205
775	0.008007467185	0.9989324386
776	0.007996263451	0.9989324386
777	0.007983053289	0.9989070205
778	0.007980247161	0.9989070205
779	0.007954411198	0.9988816024
780	0.007937924485	0.9989070205
781	0.007932403738	0.9989070205
782	0.007926089321	0.9989070205
783	0.007917378035	0.9989324386
784	0.007904660797	0.9989324386
785	0.007886447716	0.9989324386
786	0.00788284594	0.9989324386
787	0.007873454308	0.9989324386
788	0.007866222568	0.9989324386
789	0.007850459702	0.9989324386
790	0.007840076125	0.9989578567
791	0.007829106605	0.9989324386
792	0.007818106725	0.9989324386
793	0.007808865674	0.9989578567
794	0.007793747934	0.9989578567
795	0.007776462702	0.9989578567
796	0.00776311683	0.9989578567
797	0.007751756203	0.9989578567
798	0.00774196646	0.9989578567
799	0.007735282309	0.9989578567
800	0.007729209904	0.9989578567
801	0.007720605427	0.9989578567
802	0.007695286551	0.9989578567
803	0.007685324489	0.9989578567
804	0.007670598832	0.9989578567
805	0.007646604769	0.9989578567
806	0.007625445367	0.9989832749
807	0.007610451876	0.9989832749
808	0.007598493367	0.9990341111
809	0.007590208634	0.999008693
810	0.007576696659	0.999008693
811	0.0075663067	0.999008693
812	0.007558184182	0.999008693
813	0.007552721762	0.999008693
814	0.007542770837	0.9990341111
815	0.007534428088	0.9990341111
816	0.00752443568	0.9990849474
817	0.007504659197	0.9991103655
818	0.007479477684	0.9991103655
819	0.007454524627	0.9991103655
820	0.007440001728	0.9991103655
821	0.007431592725	0.9991103655
822	0.007426129478	0.9991103655
823	0.00741329656	0.9990849474
824	0.007408491947	0.9990849474
825	0.00739257853	0.9990849474
826	0.007385197522	0.9990849474
827	0.007374466085	0.9991103655
828	0.007366537222	0.9991103655
829	0.007355607187	0.9991103655
830	0.00734299423	0.9991103655
831	0.007333311544	0.9991103655
832	0.007321296585	0.9991103655
833	0.007301784551	0.9991103655
834	0.007290813433	0.9991103655
835	0.007281202062	0.9991103655
836	0.007270833489	0.9991103655
837	0.007265642517	0.9991103655
838	0.007257347915	0.9991103655
839	0.007247531608	0.9991357836
840	0.007237548779	0.9991357836
841	0.00722691544	0.9991357836
842	0.007219449231	0.9991357836
843	0.007210361912	0.9991357836
844	0.007197099153	0.9991357836
845	0.007188195065	0.9991612018
846	0.007177716826	0.9991612018
847	0.007169516036	0.9991612018
848	0.007160680227	0.9991612018
849	0.007158261468	0.9991612018
850	0.007150306269	0.9991612018
851	0.007137427883	0.9991612018
852	0.007131113178	0.9991612018
853	0.007122074862	0.9991612018
854	0.007106366017	0.9991866199
855	0.007104269375	0.9991866199
856	0.007097452579	0.9991866199
857	0.007094987848	0.9991866199
858	0.007089183165	0.9991866199
859	0.007075510246	0.9991866199
860	0.00706561446	0.9991866199
861	0.007059665494	0.999212038
862	0.007052433323	0.999212038
863	0.007041217266	0.999212038
864	0.007032247932	0.999212038
865	0.007021610371	0.999212038
866	0.007011039355	0.999212038
867	0.006997397242	0.999212038
868	0.006986927278	0.999212038
869	0.006980318962	0.999212038
870	0.006966101582	0.999212038
871	0.006958413574	0.999212038
872	0.006947172589	0.999212038
873	0.00692171053	0.999212038
874	0.006898272325	0.999212038
875	0.006891927952	0.999212038
876	0.006885404608	0.999212038
877	0.006877347993	0.999212038
878	0.006864172064	0.999212038
879	0.006846304243	0.9992374562
880	0.00683902709	0.9992374562
