iter	MultiClass	Accuracy
881	0.00683407139	0.9992374562
882	0.006826622967	0.9992374562
883	0.006821103458	0.9992374562
884	0.0068155667	0.9992374562
885	0.006802549955	0.9992374562
886	0.006788180946	0.9992374562
887	0.006756344094	0.9992374562
888	0.006745606475	0.9992374562
889	0.006730911756	0.9992374562
890	0.006729010473	0.9992374562
891	0.006725672464	0.9992374562
892	0.00670396255	0.9992628743
893	0.006697056495	0.9992628743
894	0.006677524703	0.9992628743
895	0.006671496057	0.9992628743
896	0.006659954011	0.9992628743
897	0.006643514059	0.9992628743
898	0.006628427597	0.9992628743
899	0.006620424502	0.9992882924
900	0.006607686258	0.9992628743
901	0.006595756153	0.9992882924
902	0.006590901741	0.9992628743
903	0.006575058846	0.9992628743
904	0.00656459474	0.9992882924
905	0.006558073887	0.9993137105
906	0.006546181793	0.9992882924
907	0.006539663366	0.9993137105
908	0.006529818696	0.9993137105
909	0.006527730999	0.9993137105
910	0.006511245916	0.9993137105
911	0.006495398274	0.9993137105
912	0.006493234669	0.9993137105
913	0.006483593643	0.9993137105
914	0.006475443558	0.9993137105
915	0.006464476062	0.9993137105
916	0.006447803729	0.9993391287
917	0.006440089712	0.9993391287
918	0.006428796439	0.9993391287
919	0.006416338413	0.9993391287
920	0.006409726526	0.9993391287
921	0.006404268075	0.9993391287
922	0.006396995831	0.9993391287
923	0.006389960875	0.9993391287
924	0.006376314209	0.9993645468
925	0.006370212117	0.9993645468
926	0.006364263446	0.9993645468
927	0.006349621534	0.9993645468
928	0.006343172096	0.9993645468
929	0.006331895192	0.9993645468
930	0.006325595879	0.9993645468
931	0.006322357989	0.9993645468
932	0.006309333549	0.9993645468
933	0.006302005371	0.9993899649
934	0.006296494497	0.9993899649
935	0.0062905525	0.9993899649
936	0.0062738509	0.9993899649
937	0.006266722932	0.9993899649
938	0.006250439958	0.9993899649
939	0.006246599497	0.9993899649
940	0.006239090373	0.9993645468
941	0.006215176573	0.9993899649
942	0.006208878016	0.9993899649
943	0.006202217864	0.9993899649
944	0.006190568253	0.9993899649
945	0.006185791755	0.9993899649
946	0.006177057018	0.9993899649
947	0.006171007289	0.9993899649
948	0.006167121144	0.9993899649
949	0.006154045234	0.9993899649
950	0.006144216489	0.9993899649
951	0.00613945278	0.9993899649
952	0.00613290191	0.9993899649
953	0.006124068659	0.9993899649
954	0.006120982929	0.9993899649
955	0.006113172172	0.9993899649
956	0.006108409783	0.9993899649
957	0.006098216615	0.9993899649
958	0.00608218391	0.9993899649
959	0.00607944102	0.9993899649
960	0.006066787478	0.9993899649
961	0.006053470946	0.9993899649
962	0.006036442722	0.9993899649
963	0.006031165077	0.9993899649
964	0.006027883569	0.9993899649
965	0.006021435966	0.9993899649
966	0.006014119149	0.9993899649
967	0.006007387226	0.9993899649
968	0.006003194737	0.9993899649
969	0.0059987642	0.9993899649
970	0.005980396267	0.9993899649
971	0.005977188789	0.9993899649
972	0.005971498306	0.9993899649
973	0.005964695365	0.9993899649
974	0.005956764458	0.9993899649
975	0.005950931711	0.9993899649
976	0.005933421531	0.9993899649
977	0.005930434319	0.9993899649
978	0.005926632217	0.9993899649
979	0.00592107042	0.9993899649
980	0.005913154566	0.9993899649
981	0.005903774474	0.9993899649
982	0.005899213463	0.9993899649
983	0.005896777954	0.9993899649
984	0.005893765466	0.9993899649
985	0.005886922348	0.9993899649
986	0.005874830944	0.9993899649
987	0.00586631881	0.9993899649
988	0.005855310836	0.9993899649
989	0.005848108214	0.9993899649
990	0.005841233381	0.9993899649
991	0.00582883053	0.9993899649
992	0.005815552307	0.9993899649
993	0.005806316368	0.9993899649
994	0.005804110169	0.9993899649
995	0.005794212637	0.9993899649
996	0.00578928159	0.9993899649
997	0.005767775674	0.9993899649
998	0.005759649466	0.9993899649
999	0.005753990101	0.9993899649
